contest-tmp2m-14d__tmp2m,index
28.722731312256258,375829
21.533870979712198,375830
28.951394633137866,375831
21.663121459954063,375832
26.27626417094976,375833
26.497215429931465,375834
24.68503827887737,375835
29.5864309120438,375836
24.237783373214526,375837
20.77232899212534,375838
20.658565108898873,375839
20.887736727945857,375840
28.275841504640894,375841
20.520632620688605,375842
23.414303600078185,375843
21.24424818218615,375844
27.538727057621884,375845
22.28676124539828,375846
25.038028414592752,375847
22.30262900368921,375848
29.00565270236855,375849
22.62324322636826,375850
24.93340091282443,375851
25.94473625371494,375852
26.633253395309218,375853
24.509505489164248,375854
29.271784234698373,375855
27.155232818684745,375856
29.30552266415213,375857
20.919072002258385,375858
22.161016370695357,375859
28.62672472001336,375860
21.34917857568231,375861
24.322320356315114,375862
25.60800373536102,375863
23.166025406044508,375864
22.462984515435004,375865
20.327960201859096,375866
26.797347179365506,375867
24.253610732324827,375868
20.450332204646145,375869
27.247030923745683,375870
29.417694270906473,375871
24.59721692934495,375872
24.972657513698557,375873
23.355996816062607,375874
28.32325731777344,375875
29.555041579225446,375876
24.928944541765304,375877
25.874803799560695,375878
28.67423830882904,375879
20.811846652451543,375880
21.261289876265312,375881
20.014823758893154,375882
20.527829921029316,375883
25.26661929462587,375884
22.683680731350332,375885
23.43124267120057,375886
24.25243458960157,375887
20.61713563809719,375888
21.309615544925208,375889
27.619918251588754,375890
25.724094143786246,375891
22.83954178272917,375892
29.33574661130394,375893
27.080356584301406,375894
20.520841792597363,375895
25.51969447315161,375896
23.692549696455448,375897
25.265335818773778,375898
29.983143532247347,375899
29.83875699604871,375900
24.155540411651927,375901
22.992677930226332,375902
24.912659876625266,375903
26.704324344377337,375904
29.625025102276723,375905
22.43449776152403,375906
26.44933237132169,375907
23.643211277675643,375908
25.933842222441942,375909
24.282771802117324,375910
24.39048961540058,375911
29.40175441879649,375912
24.288832298261852,375913
20.470126737079365,375914
27.35281521650185,375915
21.688671388750524,375916
21.303822721581025,375917
23.699901293807144,375918
23.701203707125128,375919
28.253398409598894,375920
27.801891720899285,375921
25.215579396364312,375922
27.16991720060737,375923
21.104541335075837,375924
25.564038898540172,375925
23.48320604831066,375926
24.58202057929194,375927
27.13834775675432,375928
26.399195579294492,375929
27.92360303415077,375930
22.12662728261588,375931
29.573177897702926,375932
29.53383053847677,375933
27.848741438086677,375934
25.802082323940777,375935
23.472575646405154,375936
29.479345212553767,375937
23.561999355023776,375938
21.581989097828483,375939
22.617392402743647,375940
25.192834754368754,375941
25.387446129681763,375942
20.402486527718853,375943
26.026424259170017,375944
26.40611833122447,375945
29.756768495357264,375946
29.012658542165635,375947
26.07399348068635,375948
27.034911840882526,375949
21.127315348372075,375950
23.575377535966098,375951
27.128780270437016,375952
26.537022219447323,375953
23.32356607844356,375954
26.501536311533478,375955
21.540505876195454,375956
29.14684859947792,375957
28.082441661634963,375958
23.223443424889954,375959
26.835585000620974,375960
20.350962869330182,375961
20.102425958859108,375962
23.55098102637935,375963
27.54102897771689,375964
23.422858974023793,375965
20.676790949902454,375966
27.668819691571667,375967
21.21853553527593,375968
25.538295236230624,375969
25.31558121197733,375970
24.161572425822904,375971
27.057694795787924,375972
24.23853268287162,375973
23.11781046274254,375974
20.764665454096455,375975
25.05292573610042,375976
22.59414827394393,375977
22.258629343212725,375978
25.873314607356235,375979
28.94491168886374,375980
26.519192331886888,375981
23.37182793836547,375982
22.187658111277315,375983
29.011311653327937,375984
22.99141441745947,375985
23.317476276933043,375986
24.919120926582497,375987
20.336311322421007,375988
21.55423773080652,375989
28.28477240354747,375990
22.533656483510605,375991
26.702954303997103,375992
25.152343533572942,375993
24.748539838999097,375994
27.66732835878529,375995
26.517549411071926,375996
20.451611594115963,375997
25.274276779567302,375998
20.51553351956976,375999
21.05109821911108,376000
23.534346566182823,376001
28.09823423607972,376002
25.650327540726302,376003
24.22433254495025,376004
28.857959476120982,376005
28.769387781877466,376006
26.557373826038283,376007
20.89992260178386,376008
23.341977470326047,376009
23.968796327221916,376010
20.9276585812777,376011
29.811181976034064,376012
26.35117115667957,376013
21.54566606945865,376014
29.403716229467754,376015
24.389503291685322,376016
28.233400656231893,376017
24.106009363416277,376018
27.609248279931926,376019
23.780071558303792,376020
27.781505154051146,376021
25.903743483938516,376022
26.61100092893831,376023
26.972102646081737,376024
21.713310183883017,376025
21.227923280294004,376026
22.17765232978905,376027
20.496436372185215,376028
23.786097881578478,376029
25.030573167907725,376030
28.187069029952447,376031
26.526891167193117,376032
28.57008754987877,376033
23.919109576643077,376034
26.486679937045036,376035
20.4303502323793,376036
20.868770274026723,376037
29.631942793072923,376038
24.49683800755198,376039
21.6777096479182,376040
22.364779546521703,376041
21.970600560889864,376042
27.34907289728328,376043
27.149869486712767,376044
24.36359120003073,376045
29.799428904421628,376046
25.985443977537788,376047
24.31113134339681,376048
23.251630711842957,376049
22.647874071991072,376050
23.13164892533878,376051
25.000973013110826,376052
24.661538855648747,376053
20.64544686591228,376054
20.102340467734475,376055
26.691292748482084,376056
20.87825184624159,376057
26.219419775989948,376058
25.90322869549534,376059
27.816415907505167,376060
29.919772096772448,376061
23.92752709510632,376062
20.978601950809427,376063
22.26209182922834,376064
22.46707451466859,376065
28.57812320191244,376066
25.92779775470195,376067
28.72547526153477,376068
29.663911731245808,376069
23.986311101577954,376070
29.35105429430147,376071
24.243513498717046,376072
27.69113907094608,376073
21.185586211231275,376074
26.450717882882763,376075
28.608470976516315,376076
21.552687993530913,376077
24.2398499159354,376078
28.299851990914846,376079
28.309571606220672,376080
22.7902252647537,376081
21.36984237057934,376082
27.94678388876374,376083
29.819770970602015,376084
20.263789721228747,376085
23.944347548068706,376086
26.244743303631033,376087
24.981869627790623,376088
24.202152350643814,376089
25.66162818057737,376090
21.198582777947312,376091
28.48761985477521,376092
29.327272645858926,376093
29.802587861690576,376094
27.475751423335222,376095
26.32560328737317,376096
29.728929802914138,376097
23.073416620289116,376098
20.812110575940974,376099
29.67821103737905,376100
27.69118884363146,376101
24.497786911464942,376102
27.147935818238516,376103
21.493733232553772,376104
28.541554649751937,376105
23.882946240475622,376106
21.447632616640306,376107
24.612443618295778,376108
21.103465076602518,376109
20.62312999563318,376110
22.57411649861573,376111
22.006691020855254,376112
22.60711675628916,376113
25.016602093581746,376114
23.53874768255166,376115
25.12728464044875,376116
28.714738977757207,376117
23.19905541000409,376118
29.547127610169852,376119
28.91491310177528,376120
20.092233526095995,376121
26.424432380839164,376122
20.629219311496925,376123
26.007106956810677,376124
27.225636590624198,376125
21.822317751730285,376126
26.639918223729367,376127
26.804652317140373,376128
26.795735224555774,376129
29.696391455628117,376130
20.13496049569008,376131
24.56962686086599,376132
21.4185876159364,376133
24.1842265698321,376134
27.95065711203899,376135
23.951942301633434,376136
21.63758611512306,376137
20.13983790996842,376138
27.491544524897744,376139
25.304039532070746,376140
21.651948011541656,376141
24.50098074209347,376142
21.484088899544346,376143
21.33264489170133,376144
25.20308125676045,376145
26.142429455937627,376146
24.021059841688977,376147
29.12189837593683,376148
20.012047024689323,376149
25.37015334084854,376150
28.817668686606574,376151
22.991187952783466,376152
20.068450885849593,376153
22.33816789303707,376154
23.38716339498299,376155
25.938369516923593,376156
22.87092797987709,376157
27.661175178298862,376158
21.47407162277318,376159
21.258172284458386,376160
28.13706039552126,376161
24.32683576910236,376162
21.92352986583575,376163
22.78785633422487,376164
21.88556376524366,376165
21.63267486582043,376166
29.943810100150134,376167
26.196473442261617,376168
20.462333023343636,376169
26.590505743108096,376170
23.98246824948042,376171
21.741958387938702,376172
28.357553713069095,376173
20.53399515790137,376174
24.19175348722807,376175
20.488194984718184,376176
26.67789431090679,376177
27.676324186626417,376178
22.22881780336495,376179
26.218083527894326,376180
22.57669692859898,376181
29.414073768733676,376182
29.83418770893087,376183
24.185222428694683,376184
25.864403199496024,376185
29.406308063199177,376186
22.128809904402214,376187
28.71958132337462,376188
23.394830066892983,376189
29.752489108632954,376190
27.039824705779328,376191
26.617874494468666,376192
23.571931399450005,376193
25.31371808948562,376194
23.295734225675258,376195
26.77522826724815,376196
27.277170969674078,376197
25.01570405500197,376198
23.05826365310463,376199
25.753740538458253,376200
27.84684419576556,376201
20.119512199730025,376202
21.832879476886177,376203
26.810456010982065,376204
25.627079846472434,376205
26.20592188229166,376206
23.194563020741327,376207
29.793390895436183,376208
26.26000193040369,376209
27.478103974131578,376210
26.75867114353101,376211
25.639790681021204,376212
23.99343537850537,376213
22.156289029185455,376214
20.27167616956758,376215
20.740090333760477,376216
29.18358907249945,376217
23.630426898595857,376218
27.185902294541073,376219
28.869044900068072,376220
28.413802084787182,376221
20.467211986225273,376222
28.824407544283538,376223
27.457750909062963,376224
26.801085030520426,376225
25.133631859825922,376226
29.290154733315262,376227
26.374292219250663,376228
29.1685611108691,376229
25.932963699896415,376230
29.3679927641915,376231
29.614555112453463,376232
23.450715696253432,376233
29.912724487649434,376234
29.902276735476967,376235
25.20484755626414,376236
25.777297056537147,376237
27.56662899141695,376238
23.764888688377916,376239
29.68607176297073,376240
27.060758528703367,376241
25.451124012266362,376242
24.568377295677088,376243
29.59971501638869,376244
27.224685256501132,376245
26.22151141028324,376246
24.272146176331134,376247
20.987468884515575,376248
20.188983183176187,376249
22.461431159285343,376250
23.164088228959955,376251
24.236339166119084,376252
26.52470089061007,376253
23.02778809605548,376254
20.08933835432807,376255
24.86352073899512,376256
20.21134820018566,376257
22.830803720715316,376258
24.86170309343076,376259
22.85341549618638,376260
26.65921508424463,376261
28.35152853624762,376262
20.33828408474968,376263
20.11994166436478,376264
23.248930682209465,376265
26.729840794481177,376266
25.23664637745424,376267
20.98477678213137,376268
27.215510621220513,376269
27.89414594586633,376270
26.576771354363913,376271
22.233249019843413,376272
22.799553209057226,376273
26.956153178703794,376274
23.59990076662427,376275
29.042226119002784,376276
20.655123027908306,376277
20.646852367625247,376278
24.241847701373263,376279
26.423867711819234,376280
26.394673124129348,376281
23.207314629652537,376282
28.757654256179638,376283
22.29735890327734,376284
29.083609898258793,376285
24.113335192085863,376286
21.47141695949127,376287
22.192718451014542,376288
22.520461576741603,376289
28.97094856977089,376290
21.786507393216827,376291
28.531291226589843,376292
20.184278192282875,376293
21.2938727228019,376294
28.669806922945433,376295
23.948090462822908,376296
24.748629714280327,376297
25.628698684637463,376298
24.19430137356342,376299
20.469604610148227,376300
22.78733673101429,376301
29.583283188038678,376302
29.308911913784,376303
25.279625591482542,376304
28.180893650012898,376305
21.198820916161843,376306
23.696203548546862,376307
29.774982803839986,376308
29.722665727079374,376309
22.5391776968274,376310
22.316620940953527,376311
28.361019261366565,376312
20.08522662180752,376313
24.025126749242226,376314
28.107311490036324,376315
27.20416224857707,376316
28.882501734692383,376317
24.292677867693673,376318
23.08817471636077,376319
27.4255324865397,376320
25.43278670465289,376321
25.030672515994244,376322
26.380814095839817,376323
20.343155992716675,376324
21.116895964408794,376325
25.69787698734319,376326
24.698390022757778,376327
23.81430294442852,376328
26.80477885960063,376329
27.33638477580891,376330
24.584107264880082,376331
25.056735918162612,376332
28.357049595044064,376333
29.68976356525885,376334
29.87830632647581,376335
25.567374667668933,376336
21.311353325428026,376337
23.156775098665968,376338
24.403829610505518,376339
28.501260669159443,376340
25.785112550093814,376341
23.422414773560163,376342
25.174514300152453,376343
26.70178421054777,376344
24.398837537368365,376345
20.618928490935332,376346
21.29411762823839,376347
27.74762737965244,376348
26.20277292363317,376349
23.38540115593447,376350
21.720689414456018,376351
20.434057878203827,376352
22.282092425167072,376353
21.99671423688234,376354
23.38642962594963,376355
20.56155347543404,376356
21.37172205013266,376357
28.18142249526738,376358
22.2125661316539,376359
24.942669842160363,376360
28.665260097155524,376361
28.06452527195325,376362
20.230416197258364,376363
27.02450364104661,376364
24.73544769781106,376365
25.1004703264051,376366
22.273285712318305,376367
25.385607470651635,376368
28.168396253160807,376369
26.612452403884614,376370
20.710178861965353,376371
29.659991191992617,376372
25.28374300281071,376373
23.797078519154226,376374
29.92249794539576,376375
24.845178231799594,376376
26.325532277839095,376377
22.84508025840928,376378
27.502409948080658,376379
26.607864375141197,376380
28.474904869416598,376381
23.469964662955615,376382
29.530974104802233,376383
27.23721498676855,376384
28.64291508209007,376385
21.309044228563355,376386
25.95899831150202,376387
28.871999850274577,376388
29.65609920243289,376389
22.377746905591508,376390
26.752544907302592,376391
26.969406342358997,376392
23.455519958546425,376393
28.632369368148098,376394
25.69817930299989,376395
21.009726290563506,376396
26.932179971930886,376397
24.566270304789867,376398
21.131480435544788,376399
26.50960423266975,376400
23.96339939266398,376401
25.723286217521544,376402
20.303038891012672,376403
20.532400970936457,376404
21.420972629461918,376405
27.221012640811953,376406
26.29280821680333,376407
25.400462250307747,376408
28.481159991532802,376409
24.870290318427216,376410
20.652484708961566,376411
26.331618346080674,376412
28.688335462432224,376413
29.72279923325113,376414
23.919488477779144,376415
25.879928948037332,376416
25.966939574732212,376417
24.65812019634958,376418
21.110116960508204,376419
29.00411534325537,376420
25.971880651899205,376421
26.280231618616625,376422
25.86272886443824,376423
29.12841942530587,376424
25.790232115291417,376425
26.907762499389516,376426
25.138353959492925,376427
21.88664317478196,376428
25.56376540366775,376429
26.955365232729676,376430
24.733807141840675,376431
22.742381332439347,376432
23.9219772423016,376433
27.43538948943214,376434
26.89934873522185,376435
25.14758934649934,376436
28.701592262503627,376437
21.29475269179787,376438
28.351929459928122,376439
28.626295690546456,376440
28.68799033850241,376441
20.233000703151294,376442
20.646474921732622,376443
25.382791506816737,376444
29.941364176334496,376445
24.723927408292358,376446
29.762603204132155,376447
22.478911207069952,376448
26.622266913324356,376449
26.99792451172489,376450
21.270307989785316,376451
20.025553942931445,376452
25.19836998357023,376453
20.803367119057175,376454
20.07731095278508,376455
26.813893857727376,376456
28.972702542497423,376457
26.325759284264123,376458
26.536650961049766,376459
22.461796954241734,376460
22.876477673652307,376461
22.489510314638434,376462
20.838084687149465,376463
26.418262405754398,376464
28.31015919145684,376465
22.35122492764271,376466
29.12813265810579,376467
21.285389117354836,376468
29.78985551429681,376469
22.463344874472003,376470
24.868499871201784,376471
22.851884380917795,376472
29.17205607537478,376473
29.050814507545475,376474
22.68343651514907,376475
27.367569180370133,376476
23.27788107960865,376477
28.41704362621232,376478
23.82121057609792,376479
27.98087363527524,376480
20.779632548516872,376481
25.067308823712068,376482
23.731731196895243,376483
27.562791742835117,376484
24.432121442147974,376485
29.065814283683586,376486
22.646332559561223,376487
20.105963841827386,376488
25.99397215377274,376489
22.33720914530845,376490
24.715167191343188,376491
29.655360482284657,376492
24.634338817946286,376493
25.12112257467853,376494
26.369965009696713,376495
25.691509682324888,376496
27.765689245122296,376497
26.334343198646856,376498
24.435765263099952,376499
28.226435244555585,376500
26.794055553652907,376501
29.970959272283157,376502
24.244722036590254,376503
28.08719146963324,376504
20.08887746070637,376505
28.237934639526166,376506
24.31305029768553,376507
23.327814708406464,376508
24.13320077753577,376509
27.096110906023046,376510
21.051899386061038,376511
23.813566258887064,376512
29.269775371242183,376513
20.961162846673002,376514
22.09933867279375,376515
22.95451068403784,376516
29.549618419981343,376517
26.96822957147547,376518
20.125459903508702,376519
28.706680378829184,376520
20.769260760156765,376521
27.45728607953395,376522
22.206610881192596,376523
21.665302372543717,376524
23.18357710152346,376525
26.661683338493948,376526
22.216581901541286,376527
22.87463217884162,376528
23.395315383532516,376529
20.84495611881278,376530
26.624189123721848,376531
28.755389363303614,376532
29.02597362074541,376533
28.1028615817764,376534
27.157149401439977,376535
29.75016965138707,376536
23.060662048304042,376537
28.088470781202542,376538
29.757557845481976,376539
29.53534110962283,376540
20.684804179945417,376541
29.525925321438997,376542
26.21150914207766,376543
20.256344745909004,376544
23.64941451253847,376545
25.34583489549624,376546
25.975664416915414,376547
26.251009740882896,376548
22.584393867155757,376549
28.679234413456946,376550
22.721193641032432,376551
26.32742564790449,376552
26.79440007632202,376553
21.910479392174626,376554
21.66059482099364,376555
29.98599550030838,376556
28.158964127832945,376557
25.86183759743077,376558
27.068807331143724,376559
28.936909834356534,376560
25.2538571193476,376561
22.216783789289256,376562
24.446965432553956,376563
22.175888650092396,376564
27.6073089787679,376565
24.757353367280707,376566
26.6903888841726,376567
28.67992461290104,376568
28.28135242201673,376569
26.949379307904007,376570
20.068402186465654,376571
28.660537770942607,376572
29.025375274567043,376573
28.713821099646616,376574
27.923439048359278,376575
21.876376826559014,376576
28.596225406104182,376577
22.0718677630196,376578
20.05768127844289,376579
21.99781164753415,376580
27.978861911260527,376581
20.74665767295491,376582
28.964878378533108,376583
24.723154998641892,376584
20.629260235310937,376585
22.122182091799313,376586
21.675895562118022,376587
22.564829400595766,376588
23.23755031221765,376589
25.419750407415364,376590
25.784033679866234,376591
21.239410567359034,376592
21.622858478720566,376593
22.71934393118022,376594
26.907660446434996,376595
26.170056339968326,376596
29.371512816053787,376597
26.809779886306565,376598
23.55811490802829,376599
24.78343078940473,376600
21.02444314716977,376601
23.732256190614518,376602
26.78527682147446,376603
20.789904380286224,376604
25.714541940786038,376605
28.713044637503458,376606
25.65940538572201,376607
26.899964846399648,376608
28.66060569501485,376609
26.265506713956643,376610
26.04614863149562,376611
23.819688121835057,376612
20.225790347391648,376613
26.129389906196433,376614
24.02864716566436,376615
25.25878548583864,376616
26.99987789775772,376617
20.570750019865667,376618
27.02914689731876,376619
29.9490517277571,376620
22.952247579388576,376621
24.092148891626824,376622
26.67285832579308,376623
22.1376011063037,376624
28.74337476215792,376625
24.541388678635876,376626
21.46900955565848,376627
24.924424957759232,376628
26.83604550267411,376629
29.588177096485488,376630
22.21399228772453,376631
26.121126986981114,376632
24.03708081873231,376633
25.89685494978683,376634
26.915474196133943,376635
25.193047629823372,376636
26.47647650057803,376637
26.39750234079238,376638
29.376476798572075,376639
24.946788824734007,376640
26.571362669893368,376641
28.192638665917002,376642
29.416984547710854,376643
27.11404649283088,376644
28.876177533800806,376645
25.792620627721984,376646
29.70257134807362,376647
23.509168190514238,376648
21.343321300909263,376649
25.83175434495936,376650
28.272899937889584,376651
23.941208759741624,376652
21.517844661206595,376653
27.20650081195634,376654
20.76541771183458,376655
25.007899631427087,376656
20.120597122214765,376657
28.637254803086215,376658
26.670457322633318,376659
21.3692838771097,376660
25.296881528328942,376661
22.63846650625015,376662
20.155999752812058,376663
22.210243585351485,376664
29.398581087031907,376665
25.048716896016956,376666
22.985061748077893,376667
26.04833598386518,376668
22.550927703259113,376669
25.30430554467649,376670
28.59290059993532,376671
29.782953828592923,376672
27.727101806654645,376673
24.642791617456872,376674
28.966351049117158,376675
20.52679472928088,376676
25.11464038180801,376677
20.95461001123404,376678
22.10871418306377,376679
28.444213101887485,376680
24.196670312335982,376681
29.766481925084136,376682
21.753747400193124,376683
21.750936832554,376684
26.731605190774193,376685
27.635933739144917,376686
27.750737859467016,376687
28.818507309387783,376688
21.91610754095441,376689
25.795070880979267,376690
22.712100469845417,376691
29.61492988215396,376692
20.731860699606408,376693
23.723337880909625,376694
23.920616504022895,376695
22.880711993637917,376696
20.24767367217756,376697
27.821013962065297,376698
23.91476230032874,376699
26.49624754951389,376700
25.23052129222433,376701
26.720109289537533,376702
24.71520236821214,376703
21.544480965069194,376704
24.207205109095497,376705
29.05091077186124,376706
27.454190623562372,376707
21.32703151913408,376708
29.08962151971924,376709
21.15774814899997,376710
26.95454265167114,376711
25.54515350164664,376712
25.640659424087406,376713
27.000418309582418,376714
20.333654420016575,376715
26.84258255241899,376716
22.739257683160144,376717
22.287528984855612,376718
29.2356514342295,376719
25.01839255074718,376720
26.345475753120585,376721
23.674218625270285,376722
22.072312173491948,376723
24.494132494575865,376724
21.546946458374578,376725
29.195995654549282,376726
20.53186752717795,376727
20.07313992674756,376728
21.849722230847618,376729
24.910735429956286,376730
20.471858732070427,376731
21.72273193042644,376732
22.060871963278437,376733
23.754676098024582,376734
22.88528074226781,376735
22.397898011821212,376736
28.135216065344984,376737
25.764806842731247,376738
22.497572705952336,376739
24.68680903954777,376740
23.114029078083366,376741
20.84083505207916,376742
21.875428207717416,376743
29.48721220708062,376744
22.113277696980806,376745
23.906103947849378,376746
24.31249742369753,376747
23.54355636675652,376748
28.29271605976323,376749
28.03810367155618,376750
22.96330708590905,376751
29.030521561999883,376752
29.030464055221472,376753
22.534333837514186,376754
20.873986223193405,376755
21.197200452500105,376756
29.83059324566794,376757
27.855689157080242,376758
21.177694140593697,376759
24.291378605437522,376760
22.73301547677074,376761
29.52803673870037,376762
28.29251266910049,376763
26.768254339759032,376764
20.05197425185658,376765
22.657557688513716,376766
22.995802025967567,376767
27.096401686240434,376768
28.173764216009047,376769
24.261300794836995,376770
25.827943735402002,376771
22.37834207662672,376772
20.447270947827086,376773
27.777572810684852,376774
23.513206545350243,376775
20.74873294181648,376776
20.59201564467429,376777
22.93271946702271,376778
20.208122638112226,376779
22.636498287387713,376780
27.661919113144393,376781
24.743780011209697,376782
25.749291417842343,376783
25.648847265245283,376784
25.55643225167347,376785
22.629221428458546,376786
24.348496367005108,376787
22.8895978734436,376788
21.49804557505989,376789
26.44046669311659,376790
27.969897303736193,376791
25.154598940539444,376792
24.6845182806689,376793
20.117795286967027,376794
28.511319683651465,376795
24.600581833652686,376796
25.315067904517797,376797
22.93984841421979,376798
29.35530328678,376799
27.187570927197605,376800
25.370718143245156,376801
25.49895701128844,376802
29.310768799353653,376803
26.393208951265656,376804
23.696927151403102,376805
25.21186017268266,376806
27.314664358082894,376807
22.653903424198,376808
24.478615365860158,376809
26.172704724843417,376810
23.599512888003463,376811
28.43930257688249,376812
28.11011050067033,376813
24.673177048261305,376814
26.419082485388245,376815
29.76451719677224,376816
27.46014560817592,376817
22.897103954541407,376818
26.352418048369486,376819
24.768981133729977,376820
22.863287418319693,376821
25.83479144662341,376822
23.971723732979484,376823
22.1928037069222,376824
21.33419036461123,376825
24.301839112193203,376826
25.494657527807952,376827
29.940844909040493,376828
29.583861563111597,376829
22.656780440169214,376830
20.438430621640478,376831
27.213690657404396,376832
26.180032326677253,376833
20.916858114852396,376834
21.284185988098574,376835
26.597320649328722,376836
22.495178243829635,376837
26.661078998206317,376838
20.659708322763997,376839
22.757158410327904,376840
20.09204130434276,376841
20.386366511753643,376842
26.775585164147127,376843
24.672840567135008,376844
27.002940926503765,376845
20.913372419948843,376846
29.26396529499713,376847
21.31702147603346,376848
20.771164721796612,376849
27.683234846862202,376850
22.450604763511773,376851
23.196020311644197,376852
21.24305647659741,376853
21.261043335958952,376854
29.875137238929327,376855
29.76254375429593,376856
25.05963782739139,376857
20.660230706747587,376858
25.211018864896094,376859
23.362188436895224,376860
27.031211900703127,376861
21.20682225080492,376862
29.114227646529102,376863
20.64366979334682,376864
23.449760245376968,376865
23.425874426059178,376866
26.70205129552689,376867
21.198241052563446,376868
28.59574495550169,376869
27.80484704211901,376870
26.245616845334467,376871
20.532976728859182,376872
29.72854997356992,376873
20.261264642200857,376874
28.968245994460723,376875
27.075103421459964,376876
23.5139315807834,376877
20.200228720929985,376878
20.932386897548042,376879
24.331596752429306,376880
23.991015934996305,376881
29.90600465853599,376882
28.73555898889326,376883
22.002098075070418,376884
23.26862439312673,376885
27.475804276072765,376886
23.51867145849505,376887
21.845835562677113,376888
29.42293371851884,376889
27.766473687516175,376890
23.46956352759889,376891
27.39226155465837,376892
20.50921855937476,376893
26.97326597550888,376894
22.50336095617547,376895
25.64603981184967,376896
21.70060242405508,376897
23.000948944587506,376898
29.42288752357763,376899
28.85590094954688,376900
25.968835708107598,376901
23.974081300784665,376902
29.86999575719514,376903
27.496083230089756,376904
28.267332011003003,376905
22.143814631518612,376906
22.343212355060913,376907
26.63913522489525,376908
21.1357362324686,376909
28.69006079691185,376910
29.672099902523385,376911
25.205104867673306,376912
24.963665473370373,376913
29.19108366866163,376914
21.43123238553845,376915
22.68677029517951,376916
21.926054342588174,376917
23.47931394182686,376918
24.406746818454682,376919
24.87093244535964,376920
28.238786585809525,376921
21.565452930343348,376922
29.252178115364593,376923
22.054320408321026,376924
28.673289132036643,376925
22.844792828833704,376926
20.335707707136176,376927
22.31931339838203,376928
22.827333537685913,376929
20.859389874685128,376930
27.06025608516271,376931
26.769402213023575,376932
27.0060997528536,376933
23.459014040119257,376934
28.332952563718766,376935
22.80440909627828,376936
22.356639063134352,376937
23.179547632534195,376938
27.350722638429556,376939
21.361924187656996,376940
25.211625028438192,376941
27.189440710004643,376942
29.21271543076345,376943
26.981674154833588,376944
25.217459484089268,376945
23.520498193242933,376946
29.35671563376943,376947
22.857770444086714,376948
27.56146017919386,376949
21.148693875485236,376950
21.21146716256367,376951
27.612577161543154,376952
26.848870358577187,376953
29.676836990550186,376954
22.935849969270812,376955
20.732603815440537,376956
20.83401411207889,376957
28.987339029607405,376958
26.895288879571446,376959
23.232292094789873,376960
20.7809694495292,376961
28.274038877372362,376962
25.968399093636194,376963
22.775618510306217,376964
24.751978598002562,376965
24.358087088630953,376966
23.42862095200313,376967
29.67585764640343,376968
29.2331440058717,376969
28.38698459263002,376970
25.2372870631809,376971
28.328193382925868,376972
22.626896850456358,376973
26.166902525138802,376974
26.11741633580988,376975
29.269526445851568,376976
29.267493388097748,376977
24.542095995606978,376978
22.052968496872854,376979
26.787781721279075,376980
23.937260198748387,376981
25.404873040804645,376982
29.390000910895978,376983
25.382758236921312,376984
21.160890083234108,376985
24.078814356477583,376986
25.537218675496632,376987
22.924052650620453,376988
20.1176196038046,376989
23.89444551399747,376990
26.976571219921887,376991
24.83101645841327,376992
28.841855841610602,376993
28.58858896999977,376994
26.913262302968224,376995
23.227011231818402,376996
20.568258494474115,376997
22.224496964043617,376998
29.684840365712112,376999
25.183182996507803,377000
23.215462627770684,377001
28.370965150297952,377002
